	Description	UniProtID
1700025N21Rik	RIKEN cDNA 1700025N21 gene	MGI:1916665
1700025N23Rik	RIKEN cDNA 1700025N23 gene	MGI:1917236
1700025O08Rik	RIKEN cDNA 1700025O08 gene	MGI:1917234
1700025O18Rik	RIKEN cDNA 1700025O18 gene	MGI:1916660
1700026D11Rik	RIKEN cDNA 1700026D11 gene	MGI:1917621
1700026F02Rik	RIKEN cDNA 1700026F02 gene	MGI:1916669
1700026H06Rik	RIKEN cDNA 1700026H06 gene	MGI:1917626
1700026J12Rik	RIKEN cDNA 1700026J12 gene	MGI:1920505
1700026J14Rik	RIKEN cDNA 1700026J14 gene	MGI:1916682
1700026N04Rik	RIKEN cDNA 1700026N04 gene	MGI:1919521
1700027A07Rik	RIKEN cDNA 1700027A07 gene	MGI:1917246
1700027A13Rik	RIKEN cDNA 1700027A13 gene	MGI:1916697
1700027A15Rik	RIKEN cDNA 1700027A15 gene	MGI:1916699
1700027F06Rik	RIKEN cDNA 1700027F06 gene	MGI:1919518
1700027F09Rik	RIKEN cDNA 1700027F09 gene	MGI:1917249
1700027H10Rik	RIKEN cDNA 1700027H10 gene	MGI:1919524
1700027I24Rik	RIKEN cDNA 1700027I24 gene	MGI:1922817
1700027J07Rik	RIKEN cDNA 1700027J07 gene	MGI:1916693
1700027M17Rik	RIKEN cDNA 1700027M17 gene	MGI:1916702
1700028D13Rik	RIKEN cDNA 1700028D13 gene	MGI:1922819
1700028E10Rik	RIKEN cDNA 1700028E10 gene	MGI:1916713
1700028E11Rik	RIKEN cDNA 1700028E11 gene	MGI:1917252
1700028I16Rik	RIKEN cDNA 1700028I16 gene	MGI:1917253
1700028J19Rik	RIKEN cDNA 1700028J19 gene	MGI:1917254
1700028K03Rik	RIKEN cDNA 1700028K03 gene	MGI:1923671
1700028M03Rik	RIKEN cDNA 1700028M03 gene	MGI:1916710
1700028N14Rik	RIKEN cDNA 1700028N14 gene	MGI:1920530
1700028P14Rik	RIKEN cDNA 1700028P14 gene	MGI:1914733
1700028P15Rik	RIKEN cDNA 1700028P15 gene	MGI:1922905
1700029B22Rik	RIKEN cDNA 1700029B22 gene	MGI:1916745
1700029B24Rik	RIKEN cDNA 1700029B24 gene	MGI:1919533
1700029E06Rik	RIKEN cDNA 1700029E06 gene	MGI:1919500
1700029F12Rik	RIKEN cDNA 1700029F12 gene	MGI:1913729
1700029H14Rik	RIKEN cDNA 1700029H14 gene	MGI:1913751
1700029I15Rik	RIKEN cDNA 1700029I15 gene	MGI:1916742
1700029J03Rik	RIKEN cDNA 1700029J03 gene	MGI:1919514
1700029J07Rik	RIKEN cDNA 1700029J07 gene	MGI:1916729
1700029J08Rik	RIKEN cDNA 1700029J08 gene	MGI:1917257
1700029K24Rik	RIKEN cDNA 1700029K24 gene	MGI:1920521
1700029M03Rik	RIKEN cDNA 1700029M03 gene	MGI:1916726
1700029M20Rik	RIKEN cDNA 1700029M20 gene	MGI:1913597
1700029N11Rik	RIKEN cDNA 1700029N11 gene	MGI:1916741
1700030A11Rik	RIKEN cDNA 1700030A11 gene	MGI:1921429
1700030C10Rik	RIKEN cDNA 1700030C10 gene	MGI:1916763
1700030C12Rik	RIKEN cDNA 1700030C12 gene	MGI:1919496
1700030C14Rik	RIKEN cDNA 1700030C14 gene	MGI:1922912
1700030E10Rik	RIKEN cDNA 1700030E10 gene	MGI:1916765
1700030F04Rik	RIKEN cDNA 1700030F04 gene	MGI:1919513
1700030I03Rik	RIKEN cDNA 1700030I03 gene	MGI:1916753
1700030J22Rik	RIKEN cDNA 1700030J22 gene	MGI:1916778
1700030K09Rik	RIKEN cDNA 1700030K09 gene	MGI:1919504
1700030L20Rik	RIKEN cDNA 1700030L20 gene	MGI:1917305
1700030L22Rik	RIKEN cDNA 1700030L22 gene	MGI:1922826
1700030M09Rik	RIKEN cDNA 1700030M09 gene	MGI:1919509
1700030N03Rik	RIKEN cDNA 1700030N03 gene	MGI:1917261
1700030N18Rik	RIKEN cDNA 1700030N18 gene	MGI:1917266
1700030O20Rik	RIKEN cDNA 1700030O20 gene	MGI:1919536
1700030P01Rik	RIKEN cDNA 1700030P01 gene	MGI:1917324
1700031A10Rik	RIKEN cDNA 1700031A10 gene	MGI:1920536
1700031F05Rik	RIKEN cDNA 1700031F05 gene	MGI:1920550
1700031F10Rik	RIKEN cDNA 1700031F10 gene	MGI:1920567
1700031L13Rik	RIKEN cDNA 1700031L13 gene	MGI:1914577
1700031M16Rik	RIKEN cDNA 1700031M16 gene	MGI:1920552
1700031P21Rik	RIKEN cDNA 1700031P21 gene	MGI:1920528
1700034B16Rik	RIKEN cDNA 1700034B16 gene	MGI:1920532
1700034E13Rik	RIKEN cDNA 1700034E13 gene	MGI:1925664
1700034G24Rik	RIKEN cDNA 1700034G24 gene	MGI:1914575
1700034H15Rik	RIKEN cDNA 1700034H15 gene	MGI:1921515
1700034I23Rik	RIKEN cDNA 1700034I23 gene	MGI:1920547
1700034J04Rik	RIKEN cDNA 1700034J04 gene	MGI:1920554
1700034J05Rik	RIKEN cDNA 1700034J05 gene	MGI:1920594
1700034K08Rik	RIKEN cDNA 1700034K08 gene	MGI:1925599
1700034P13Rik	RIKEN cDNA 1700034P13 gene	MGI:1920581
1700036A12Rik	RIKEN cDNA 1700036A12 gene	MGI:1920548
1700036G14Rik	RIKEN cDNA 1700036G14 gene	MGI:1920533
1700036O09Rik	RIKEN cDNA 1700036O09 gene	MGI:1920512
1700037C06Rik	RIKEN cDNA 1700037C06 gene	MGI:1921513
1700037C18Rik	RIKEN cDNA 1700037C18 gene	MGI:1920511
1700037F03Rik	RIKEN cDNA 1700037F03 gene	MGI:1914566
1700037F24Rik	RIKEN cDNA 1700037F24 gene	MGI:1920535
1700037H04Rik	RIKEN cDNA 1700037H04 gene	MGI:1914576
1700037J18Rik	RIKEN cDNA 1700037J18 gene	MGI:1920526
1700037N05Rik	RIKEN cDNA 1700037N05 gene	MGI:1920514
1700038C09Rik	RIKEN cDNA 1700038C09 gene	MGI:1920555
1700038P13Rik	RIKEN cDNA 1700038P13 gene	MGI:1920515
1700039E22Rik	RIKEN cDNA 1700039E22 gene	MGI:1920572
1700039I01Rik	RIKEN cDNA 1700039I01 gene	MGI:1920596
1700039M10Rik	RIKEN cDNA 1700039M10 gene	MGI:1914768
1700039M15Rik	RIKEN cDNA 1700039M15 gene	MGI:1921516
1700039O17Rik	RIKEN cDNA 1700039O17 gene	MGI:1915458
1700040A12Rik	RIKEN cDNA 1700040A12 gene	MGI:1915457
1700040B14Rik	RIKEN cDNA 1700040B14 gene	MGI:1914562
1700040D17Rik	RIKEN cDNA 1700040D17 gene	MGI:1923852
1700040E09Rik	RIKEN cDNA 1700040E09 gene	MGI:1924240
1700040F15Rik	RIKEN cDNA 1700040F15 gene	MGI:1920579
1700040F17Rik	RIKEN cDNA 1700040F17 gene	MGI:1920584
1700040G22Rik	RIKEN cDNA 1700040G22 gene	MGI:1923964
1700040K01Rik	RIKEN cDNA 1700040K01 gene	MGI:1920517
1700040L08Rik	RIKEN cDNA 1700040L08 gene	MGI:1920544
1700040P09Rik	RIKEN cDNA 1700040P09 gene	MGI:1920518
1700041A01Rik	RIKEN cDNA 1700041A01 gene	MGI:1920562
1700041B01Rik	RIKEN cDNA 1700041B01 gene	MGI:1925873
1700041C23Rik	RIKEN cDNA 1700041C23 gene	MGI:1914569
1700041G16Rik	RIKEN cDNA 1700041G16 gene	MGI:1920549
1700041I07Rik	RIKEN cDNA 1700041I07 gene	MGI:1920523
1700041L08Rik	RIKEN cDNA 1700041L08 gene	MGI:1920565
1700041M05Rik	RIKEN cDNA 1700041M05 gene	MGI:1920510
1700041M19Rik	RIKEN cDNA 1700041M19 gene	MGI:1923851
1700042D02Rik	RIKEN cDNA 1700042D02 gene	MGI:1920587
1700042D18Rik	RIKEN cDNA 1700042D18 gene	MGI:1914574
1700042G15Rik	RIKEN cDNA 1700042G15 gene	MGI:1920599
1700042O05Rik	RIKEN cDNA 1700042O05 gene	MGI:1920540
1700042O10Rik	RIKEN cDNA 1700042O10 gene	MGI:1920571
1700042O13Rik	RIKEN cDNA 1700042O13 gene	MGI:1923855
1700043A12Rik	RIKEN cDNA 1700043A12 gene	MGI:1925598
1700044C05Rik	RIKEN cDNA 1700044C05 gene	MGI:1920556
1700044K03Rik	RIKEN cDNA 1700044K03 gene	MGI:1914571
1700044K19Rik	RIKEN cDNA 1700044K19 gene	MGI:1920560
1700045H11Rik	RIKEN cDNA 1700045H11 gene	MGI:1920598
1700045I11Rik	RIKEN cDNA 1700045I11 gene	MGI:1920600
1700046C09Rik	RIKEN cDNA 1700046C09 gene	MGI:1920557
1700047A11Rik	RIKEN cDNA 1700047A11 gene	MGI:1923854
1700047E10Rik	RIKEN cDNA 1700047E10 gene	MGI:1921578
1700047F07Rik	RIKEN cDNA 1700047F07 gene	MGI:1920570
1700047G03Rik	RIKEN cDNA 1700047G03 gene	MGI:1920589
1700047G07Rik	RIKEN cDNA 1700047G07 gene	MGI:1920573
1700047K16Rik	RIKEN cDNA 1700047K16 gene	MGI:1920585
1700047L14Rik	RIKEN cDNA 1700047L14 gene	MGI:1920545
1700047M11Rik	RIKEN cDNA 1700047M11 gene	MGI:1914580
1700047N06Rik	RIKEN cDNA 1700047N06 gene	MGI:1923853
1700047O18Rik	RIKEN cDNA 1700047O18 gene	MGI:1920668
1700048B10Rik	RIKEN cDNA 1700048B10 gene	MGI:1920715
1700048C15Rik	RIKEN cDNA 1700048C15 gene	MGI:1920695
1700048F04Rik	RIKEN cDNA 1700048F04 gene	MGI:1920646
1700048G13Rik	RIKEN cDNA 1700048G13 gene	MGI:1925874
1700048J15Rik	RIKEN cDNA 1700048J15 gene	MGI:1920607
1700048M11Rik	RIKEN cDNA 1700048M11 gene	MGI:1920636
1700048O14Rik	RIKEN cDNA 1700048O14 gene	MGI:1920683
1700048O20Rik	RIKEN cDNA 1700048O20 gene	MGI:1920637
1700048P04Rik	RIKEN cDNA 1700048P04 gene	MGI:1920605
1700049E15Rik	RIKEN cDNA 1700049E15 gene	MGI:1920644
1700049E17Rik1	RIKEN cDNA 1700049E17 gene, gene 1	MGI:1920665
1700049E22Rik	RIKEN cDNA 1700049E22 gene	MGI:1920645
1700049J03Rik	RIKEN cDNA 1700049J03 gene	MGI:1920615
1700051A21Rik	RIKEN cDNA 1700051A21 gene	MGI:1920616
1700051K13Rik	RIKEN cDNA 1700051K13 gene	MGI:1920602
1700051O22Rik	RIKEN cDNA 1700051O22 Gene	MGI:3704315
1700052H01Rik	RIKEN cDNA 1700052H01 gene	MGI:1920712
1700052I22Rik	RIKEN cDNA 1700052I22 gene	MGI:1914590
1700052K07Rik	RIKEN cDNA 1700052K07 gene	MGI:1920621
1700052K11Rik	RIKEN cDNA 1700052K11 gene	MGI:1920681
1700052M09Rik	RIKEN cDNA 1700052M09 gene	MGI:1920617
1700052M18Rik	RIKEN cDNA 1700052M18 gene	MGI:1925665
1700054A03Rik	RIKEN cDNA 1700054A03 gene	MGI:1925707
1700054K02Rik	RIKEN cDNA 1700054K02 gene	MGI:1925600
1700054K19Rik	RIKEN cDNA 1700054K19 gene	MGI:1914586
1700054M17Rik	RIKEN cDNA 1700054M17 gene	MGI:1920608
1700054O05Rik	RIKEN cDNA 1700054O05 gene	MGI:1920606
1700054O19Rik	RIKEN cDNA 1700054O19 gene	MGI:1921522
1700055C04Rik	RIKEN cDNA 1700055C04 gene	MGI:1920647
1700055D16Rik	RIKEN cDNA 1700055D16 gene	MGI:1920609
1700055D18Rik	RIKEN cDNA 1700055D18 gene	MGI:1920655
1700055K11Rik	RIKEN cDNA 1700055K11 gene	MGI:1915475
1700055L01Rik	RIKEN cDNA 1700055L01 gene	MGI:1920624
1700056E22Rik	RIKEN cDNA 1700056E22 gene	MGI:1920613
1700056I18Rik	RIKEN cDNA 1700056I18 gene	MGI:1920643
1700056N10Rik	RIKEN cDNA 1700056N10 gene	MGI:1920642
1700057A11Rik	RIKEN cDNA 1700057A11 gene	MGI:1920714
1700057D03Rik	RIKEN cDNA 1700057D03 gene	MGI:1920691
1700057G04Rik	RIKEN cDNA 1700057G04 gene	MGI:1925709
1700057H15Rik	RIKEN cDNA 1700057H15 gene	MGI:1925710
1700057H21Rik	RIKEN cDNA 1700057H21 gene	MGI:1920625
1700058J15Rik	RIKEN cDNA 1700058J15 gene	MGI:1923857
1700058M10Rik	RIKEN cDNA 1700058M10 gene	MGI:1920678
1700058M13Rik	RIKEN cDNA 1700058M13 gene	MGI:1920673
1700058P15Rik	RIKEN cDNA 1700058P15 gene	MGI:1920627
1700060C16Rik	RIKEN cDNA 1700060C16 gene	MGI:1920675
1700060C20Rik	RIKEN cDNA 1700060C20 gene	MGI:1920649
1700060J05Rik	RIKEN cDNA 1700060J05 gene	MGI:1920641
1700060L04Rik	RIKEN cDNA 1700060L04 gene	MGI:1920628
1700060O08Rik	RIKEN cDNA 1700060O08 gene	MGI:1914585
1700061A03Rik	RIKEN cDNA 1700061A03 gene	MGI:1920664
1700061D13Rik	RIKEN cDNA 1700061D13 gene	MGI:1920611
1700061D14Rik	RIKEN cDNA 1700061D14 gene	MGI:1920666
1700061E17Rik	RIKEN cDNA 1700061E17 gene	MGI:3642196
1700061E18Rik	RIKEN cDNA 1700061E18 gene	MGI:1924241
1700061F12Rik	RIKEN cDNA 1700061F12 gene	MGI:1920688
1700061H18Rik	RIKEN cDNA 1700061H18 gene	MGI:1920711
1700061I17Rik	RIKEN cDNA 1700061I17 gene	MGI:1920612
1700061J23Rik	RIKEN cDNA 1700061J23 gene	MGI:1924243
1700061N14Rik	RIKEN cDNA 1700061N14 gene	MGI:1920682
1700062A02Rik	RIKEN cDNA 1700062A02 gene	MGI:1925711
1700062C10Rik	RIKEN cDNA 1700062C10 gene	MGI:1920690
1700063A18Rik	RIKEN cDNA 1700063A18 gene	MGI:1920704
1700063D05Rik	RIKEN cDNA 1700063D05 gene	MGI:1925750
1700063H04Rik	RIKEN cDNA 1700063H04 gene	MGI:1921519
1700063H06Rik	RIKEN cDNA 1700063H06 gene	MGI:1920614
1700063I16Rik	RIKEN cDNA 1700063I16 gene	MGI:1925877
1700063J08Rik	RIKEN cDNA 1700063J08 gene	MGI:1920700
1700063O14Rik	RIKEN cDNA 1700063O14 gene	MGI:1920702
1700064F23Rik	RIKEN cDNA 1700064F23 gene	MGI:1920687
1700064H15Rik	RIKEN cDNA 1700064H15 gene	MGI:1920674
1700064J06Rik	RIKEN cDNA 1700064J06 gene	MGI:1920650
1700064M15Rik	RIKEN cDNA 1700064M15 gene	MGI:1920707
1700064N11Rik	RIKEN cDNA 1700064N11 gene	MGI:1925708
1700065D16Rik	RIKEN cDNA 1700065D16 gene	MGI:1920660
1700065F09Rik	RIKEN cDNA 1700065F09 gene	MGI:1925713
1700065J11Rik	RIKEN cDNA 1700065J11 gene	MGI:1920659
1700065J18Rik	RIKEN cDNA 1700065J18 gene	MGI:1920705
1700065L07Rik	RIKEN cDNA 1700065L07 gene	MGI:1920658
1700065O20Rik	RIKEN cDNA 1700065O20 gene	MGI:1923859
1700066B17Rik	RIKEN cDNA 1700066B17 gene	MGI:1920676
1700066B19Rik	RIKEN cDNA 1700066B19 gene	MGI:1920699
1700066C05Rik	RIKEN cDNA 1700066C05 gene	MGI:1925904
1700066D14Rik	RIKEN cDNA 1700066D14 gene	MGI:1915175
1700066J03Rik	RIKEN cDNA 1700066J03 gene	MGI:1914589
1700066M21Rik	RIKEN cDNA 1700066M21 gene	MGI:1920717
1700066N21Rik	RIKEN cDNA 1700066N21 gene	MGI:1920721
1700066O22Rik	RIKEN cDNA 1700066O22 gene	MGI:1920651
1700067A10Rik	RIKEN cDNA 1700067A10 gene	MGI:1920656
1700067G17Rik	RIKEN cDNA 1700067G17 gene	MGI:1920725
1700067K01Rik	RIKEN cDNA 1700067K01 gene	MGI:1920703
1700067P10Rik	RIKEN cDNA 1700067P10 gene	MGI:1915474
1700069B07Rik	RIKEN cDNA 1700069B07 gene	MGI:1923863
1700069L16Rik	RIKEN cDNA 1700069L16 gene	MGI:1920726
1700069P05Rik	RIKEN cDNA 1700069P05 gene	MGI:1920781
1700071A11Rik	RIKEN cDNA 1700071A11 gene	MGI:1923861
1700071G01Rik	RIKEN cDNA 1700071G01 gene	MGI:1920735
1700071M16Rik	RIKEN cDNA 1700071M16 gene	MGI:1920754
1700072B07Rik	RIKEN cDNA 1700072B07 gene	MGI:1920779
1700072F12Rik	RIKEN cDNA 1700072F12 gene	MGI:1921528
1700072G22Rik	RIKEN cDNA 1700072G22 gene	MGI:1920746
1700072I22Rik	RIKEN cDNA 1700072I22 gene	MGI:1925879
1700072O05Rik	RIKEN cDNA 1700072O05 gene	MGI:1920755
1700074A11Rik	RIKEN cDNA 1700074A11 gene	MGI:1920733
1700074A21Rik	RIKEN cDNA 1700074A21 gene	MGI:1920732
1700074G04Rik	RIKEN cDNA 1700074G04 gene	MGI:1925878
1700074H08Rik	RIKEN cDNA 1700074H08 gene	MGI:1920730
1700074I03Rik	RIKEN cDNA 1700074I03 gene	MGI:1920780
1700074L02Rik	RIKEN cDNA 1700074L02 gene	MGI:1920767
1700080C20Rik	RIKEN cDNA 1700080C20 gene	MGI:1925882
1700080F18Rik	RIKEN cDNA 1700080F18 gene	MGI:1921535
1700080G11Rik	RIKEN cDNA 1700080G11 gene	MGI:1920738
1700080G18Rik	RIKEN cDNA 1700080G18 gene	MGI:1920783
1700080N15Rik	RIKEN cDNA 1700080N15 gene	MGI:1920739
1700081B01Rik	RIKEN cDNA 1700081B01 gene	MGI:1920750
1700081H04Rik	RIKEN cDNA 1700081H04 gene	MGI:1920727
1700081N11Rik	RIKEN cDNA 1700081N11 gene	MGI:1920778
1700082C01Rik	RIKEN cDNA 1700082C01 gene	MGI:1920729
1700082C02Rik	RIKEN cDNA 1700082C02 gene	MGI:1915477
1700082M22Rik	RIKEN cDNA 1700082M22 gene	MGI:1920784
1700082O11Rik	RIKEN cDNA 1700082O11 gene	MGI:1920760
1700083H02Rik	RIKEN cDNA 1700083H02 gene	MGI:1914598
1700084C06Rik	RIKEN cDNA 1700084C06 gene	MGI:1923868
1700084D21Rik	RIKEN cDNA 1700084D21 gene	MGI:1923970
1700084E18Rik	RIKEN cDNA 1700084E18 gene	MGI:1914600
1700084F23Rik	RIKEN cDNA 1700084F23 gene	MGI:1921530
1700084K02Rik	RIKEN cDNA 1700084K02 gene	MGI:1920770
1700084M14Rik	RIKEN cDNA 1700084M14 gene	MGI:1920737
1700084M22Rik	RIKEN cDNA 1700084M22 gene	MGI:1920772
1700084P21Rik	RIKEN cDNA 1700084P21 gene	MGI:1920748
1700085B13Rik	RIKEN cDNA 1700085B13 gene	MGI:1923971
1700085C21Rik	RIKEN cDNA 1700085C21 gene	MGI:1921533
1700085D07Rik	RIKEN cDNA 1700085D07 gene	MGI:1920741
1700085D22Rik	RIKEN cDNA 1700085D22 gene	MGI:1920762
1700085G17Rik	RIKEN cDNA 1700085G17 gene	MGI:1920742
1700086D15Rik	RIKEN cDNA 1700086D15 gene	MGI:1921532
1700086L19Rik	RIKEN cDNA 1700086L19 gene	MGI:1921534
1700086O06Rik	RIKEN cDNA 1700086O06 gene	MGI:1920766
1700086P04Rik	RIKEN cDNA 1700086P04 gene	MGI:1914599
1700087I21Rik	RIKEN cDNA 1700087I21 gene	MGI:1923869
1700087M22Rik	RIKEN cDNA 1700087M22 gene	MGI:1925717
1700088E04Rik	RIKEN cDNA 1700088E04 gene	MGI:1920774
1700089I07Rik	RIKEN cDNA 1700089I07 gene	MGI:1925880
1700091H14Rik	RIKEN cDNA 1700091H14 gene	MGI:1920803
1700091J24Rik	RIKEN cDNA 1700091J24 gene	MGI:1920802
1700092C02Rik	RIKEN cDNA 1700092C02 gene	MGI:1914607
1700092C10Rik	RIKEN cDNA 1700092C10 gene	MGI:1920804
1700092C17Rik	RIKEN cDNA 1700092C17 gene	MGI:1921545
1700092E16Rik	RIKEN cDNA 1700092E16 gene	MGI:1921541
1700092E19Rik	RIKEN cDNA 1700092E19 gene	MGI:1920826
1700092K14Rik	RIKEN cDNA 1700092K14 gene	MGI:1920786
1700092M07Rik	RIKEN cDNA 1700092M07 gene	MGI:1921557
1700093A15Rik	RIKEN cDNA 1700093A15 gene	MGI:1920794
1700093C20Rik	RIKEN cDNA 1700093C20 gene	MGI:1923873
1700093E11Rik	RIKEN cDNA 1700093E11 gene	MGI:1914602
1700093J21Rik	RIKEN cDNA 1700093J21 gene	MGI:1921546
1700093K21Rik	RIKEN cDNA 1700093K21 gene	MGI:1914608
1700093P08Rik	RIKEN cDNA 1700093P08 gene	MGI:1923882
1700094D03Rik	RIKEN cDNA 1700094D03 gene	MGI:1920795
1700094I16Rik	RIKEN cDNA 1700094I16 gene	MGI:1920798
1700094J05Rik	RIKEN cDNA 1700094J05 gene	MGI:1914773
1700094M23Rik	RIKEN cDNA 1700094M23 gene	MGI:1920829
1700094M24Rik	RIKEN cDNA 1700094M24 gene	MGI:1921554
1700095A13Rik	RIKEN cDNA 1700095A13 gene	MGI:1924245
1700095A21Rik	RIKEN cDNA 1700095A21 gene	MGI:1914774
1700095B10Rik	RIKEN cDNA 1700095B10 gene	MGI:1914610
1700095J03Rik	RIKEN cDNA 1700095J03 gene	MGI:1921543
1700095J07Rik	RIKEN cDNA 1700095J07 gene	MGI:1920824
1700095J12Rik	RIKEN cDNA 1700095J12 gene	MGI:1920813
1700095K22Rik	RIKEN cDNA 1700095K22 gene	MGI:1915478
1700096C16Rik	RIKEN cDNA 1700096C16 gene	MGI:1925883
1700096J18Rik	RIKEN cDNA 1700096J18 gene	MGI:1915177
1700096K18Rik	RIKEN cDNA 1700096K18 gene	MGI:1920821
1700096P03Rik	RIKEN cDNA 1700096P03 gene	MGI:1920807
1700097M23Rik	RIKEN cDNA 1700097M23 gene	MGI:1920811
1700097N02Rik	RIKEN cDNA 1700097N02 gene	MGI:1914772
1700099I09Rik	RIKEN cDNA 1700099I09 gene	MGI:1923874
1700100I10Rik	RIKEN cDNA 1700100I10 gene	MGI:1920812
1700100L14Rik	RIKEN cDNA 1700100L14 gene	MGI:1920834
1700100M05Rik	RIKEN cDNA 1700100M05 gene	MGI:1920790
1700101C01Rik	RIKEN cDNA 1700101C01 gene	MGI:1920836
1700101I11Rik	RIKEN cDNA 1700101I11 gene	MGI:1915180
1700101I19Rik	RIKEN cDNA 1700101I19 gene	MGI:1920839
1700101O05Rik	RIKEN cDNA 1700101O05 gene	MGI:1920801
1700101O22Rik	RIKEN cDNA 1700101O22 gene	MGI:1920825
1700102F20Rik	RIKEN cDNA 1700102F20 gene	MGI:1920827
1700102H20Rik	RIKEN cDNA 1700102H20 gene	MGI:1915480
1700102J08Rik	RIKEN cDNA 1700102J08 gene	MGI:1921540
1700102N10Rik	RIKEN cDNA 1700102N10 gene	MGI:1920791
1700102P08Rik	RIKEN cDNA 1700102P08 gene	MGI:2148248
1700104B16Rik	RIKEN cDNA 1700104B16 gene	MGI:1925886
1700104L18Rik	RIKEN cDNA 1700104L18 gene	MGI:1920842
1700105F02Rik	RIKEN cDNA 1700105F02 gene	MGI:1920788
1700105G05Rik	RIKEN cDNA 1700105G05 gene	MGI:1920800
1700105P06Rik	RIKEN cDNA 1700105P06 gene	MGI:1915479
1700106J12Rik	RIKEN cDNA 1700106J12 gene	MGI:1923871
1700106O07Rik	RIKEN cDNA 1700106O07 gene	MGI:1920809
1700108F19Rik	RIKEN cDNA 1700108F19 gene	MGI:1920814
1700108I11Rik	RIKEN cDNA 1700108I11 gene	MGI:1921548
1700108J01Rik	RIKEN cDNA 1700108J01 gene	MGI:1915495
1700108N06Rik	RIKEN cDNA 1700108N06 gene	MGI:1920810
1700108N11Rik	RIKEN cDNA 1700108N11 gene	MGI:1921551
1700109G14Rik	RIKEN cDNA 1700109G14 gene	MGI:1914605
1700109G15Rik	RIKEN cDNA 1700109G15 gene	MGI:1925721
1700109H08Rik	RIKEN cDNA 1700109H08 gene	MGI:1924286
1700109I08Rik	RIKEN cDNA 1700109I08 gene	MGI:1920841
1700109K24Rik	RIKEN cDNA 1700109K24 gene	MGI:1921553
1700109O10Rik	RIKEN cDNA 1700109O10 gene	MGI:1925749
1700110C19Rik	RIKEN cDNA 1700110C19 gene	MGI:1923884
1700110C23Rik	RIKEN cDNA 1700110C23 gene	MGI:1923885
1700110I01Rik	RIKEN cDNA 1700110I01 gene	MGI:1920799
1700110I07Rik	RIKEN cDNA 1700110I07 gene	MGI:1924251
1700110K17Rik	RIKEN cDNA 1700110K17 gene	MGI:1920808
1700111E14Rik	RIKEN cDNA 1700111E14 gene	MGI:1920835
1700111N16Rik	RIKEN cDNA 1700111N16 gene	MGI:1921555
1700112D23Rik	RIKEN cDNA 1700112D23 gene	MGI:1920861
1700112H04Rik	RIKEN cDNA 1700112H04 gene	MGI:1925720
1700112H15Rik	RIKEN cDNA 1700112H15 gene	MGI:1920840
1700112J16Rik	RIKEN cDNA 1700112J16 gene	MGI:1923878
1700112K13Rik	RIKEN cDNA 1700112K13 gene	MGI:1920846
1700112L15Rik	RIKEN cDNA 1700112L15 gene	MGI:1920844
1700112M02Rik	RIKEN cDNA 1700112M02 gene	MGI:1920833
1700112N08Rik	RIKEN cDNA 1700112N08 gene	MGI:1920843
1700113A16Rik	RIKEN cDNA 1700113A16 gene	MGI:1923892
1700113B09Rik	RIKEN cDNA 1700113B09 gene	MGI:1925888
1700113B19Rik	RIKEN cDNA 1700113B19 gene	MGI:1920890
1700113H08Rik	RIKEN cDNA 1700113H08 gene	MGI:1923890
1700113H21Rik	RIKEN cDNA 1700113H21 gene	MGI:1920847
1700113P08Rik	RIKEN cDNA 1700113P08 gene	MGI:1921561
1700116B05Rik	RIKEN cDNA 1700116B05 gene	MGI:1925889
1700116H05Rik	RIKEN cDNA 1700116H05 gene	MGI:1920872
1700119H24Rik	RIKEN cDNA 1700119H24 gene	MGI:1923899
1700119I11Rik	RIKEN cDNA 1700119I11 gene	MGI:1925729
1700120B22Rik	RIKEN cDNA 1700120B22 gene	MGI:3604190
1700120C14Rik	RIKEN cDNA 1700120C14 gene	MGI:1920850
1700120C18Rik	RIKEN cDNA 1700120C18 gene	MGI:1923912
1700120E02Rik	RIKEN cDNA 1700120E02 gene	MGI:1923916
1700120E14Rik	RIKEN cDNA 1700120E14 gene	MGI:1920856
1700120G07Rik	RIKEN cDNA 1700120G07 gene	MGI:1921564
1700120G11Rik	RIKEN cDNA 1700120G11 gene	MGI:1920849
1700120K04Rik	RIKEN cDNA 1700120K04 gene	MGI:1915482
1700120O09Rik	RIKEN cDNA 1700120O09 gene	MGI:1923906
1700121C08Rik	RIKEN cDNA 1700121C08 gene	MGI:1925891
1700121C10Rik	RIKEN cDNA 1700121C10 gene	MGI:1914614
1700121F22Rik	RIKEN cDNA 1700121F22 gene	MGI:1923976
1700121I08Rik	RIKEN cDNA 1700121I08 gene	MGI:1920883
1700121L03Rik	RIKEN cDNA 1700121L03 gene	MGI:1923910
1700121L16Rik	RIKEN cDNA 1700121L16 gene	MGI:1923893
1700121M21Rik	RIKEN cDNA 1700121M21 gene	MGI:1925727
1700121N20Rik	RIKEN cDNA 1700121N20 gene	MGI:1923889
1700122C19Rik	RIKEN cDNA 1700122C19 gene	MGI:1925890
1700122D07Rik	RIKEN cDNA 1700122D07 gene	MGI:1923911
1700122E12Rik	RIKEN cDNA 1700122E12 gene	MGI:1920869
1700122H20Rik	RIKEN cDNA 1700122H20 gene	MGI:1920867
1700122O11Rik	RIKEN cDNA 1700122O11 gene	MGI:1923901
1700123C12Rik	RIKEN cDNA 1700123C12 gene	MGI:1924247
1700123E06Rik	RIKEN cDNA 1700123E06 gene	MGI:1920879
